,File_Name,Bbox,Height,Width,Disease_Name
556,train_141.png,"[744.0, 806.0, 304.0, 275.0]",1504,2872,caries
969,train_102.png,"[1209.5714285714284, 792.2857142857142, 100.0, 273.21428571428555]",1504,2644,deep_caries
895,train_44.png,"[1751.032258064516, 780.6451612903226, 129.0322580645161, 281.45161290322574]",1316,2953,caries
1840,train_670.png,"[1752.0, 435.3333333333333, 114.47619047619037, 229.52380952380946]",1316,2771,deep_caries
755,train_451.png,"[1749.4035087719296, 694.9824561403508, 240.35087719298235, 278.9473684210526]",1316,2789,deep_caries
1781,train_51.png,"[1758.6776859504132, 427.1428571428571, 147.93388429752076, 301.7827626918537]",1316,2951,caries
1269,train_358.png,"[922.7722772277227, 378.2178217821782, 121.78217821782187, 278.2178217821782]",1316,2862,caries
22,train_95.png,"[1900.0, 786.0, 243.0, 333.0]",1504,2872,caries
2099,train_334.png,"[811.0, 846.0, 220.0, 287.0]",1504,2872,caries
2094,train_605.png,"[2061.0, 821.0, 226.0, 297.0]",1504,2868,caries
69,train_498.png,"[925.0, 443.0, 222.0, 254.0]",1316,2910,caries
2203,train_67.png,"[806.0, 698.0, 198.0, 190.0]",1504,2872,deep_caries
2429,train_69.png,"[1907.0, 790.0, 172.0, 168.0]",1316,2963,impacted
729,train_573.png,"[1582.0, 682.0, 100.0, 351.0]",1316,2938,caries
1546,train_128.png,"[926.0, 440.0, 131.0, 315.0]",1316,2851,deep_caries
33,train_62.png,"[1061.9565217391305, 504.3478260869565, 103.26086956521726, 298.9130434782609]",1316,2867,caries
3129,train_567.png,"[1904.7619047619046, 394.2857142857143, 136.19047619047637, 224.76190476190476]",1316,2914,caries
2476,train_190.png,"[647.1698113207547, 390.2075471698113, 169.81132075471703, 230.18867924528297]",1316,2863,deep_caries
985,train_79.png,"[455.0, 498.0, 176.25, 209.5]",976,1976,caries
788,train_273.png,"[2236.0, 898.969696969697, 191.0, 184.0]",1504,2868,impacted
28,train_95.png,"[1727.0, 795.0, 102.0, 341.0]",1504,2872,deep_caries
1631,train_280.png,"[1626.0, 364.0, 96.0, 299.0]",1316,2844,caries
363,train_19.png,"[950.090909090909, 269.45454545454544, 150.909090909091, 334.54545454545445]",1316,2881,caries
465,train_694.png,"[799.0, 505.0, 162.0, 287.0]",1504,2872,caries
718,train_400.png,"[2002.0, 527.0, 229.0, 250.0]",1316,2846,caries
3190,train_256.png,"[2074.324324324324, 537.8378378378378, 222.97297297297337, 270.2702702702703]",1504,2884,impacted
1744,train_413.png,"[907.0, 675.9999999999999, 179.0, 311.0000000000001]",1316,2906,caries
3466,train_138.png,"[830.8823529411765, 538.2352941176471, 269.11764705882354, 315.7647058823529]",1316,2753,deep_caries
1609,train_145.png,"[1595.0, 968.0, 96.0, 288.0]",1504,2872,caries
655,train_500.png,"[2066.0, 734.0, 267.0, 162.0]",1316,2924,impacted
315,train_3.png,"[1028.3684210526317, 480.8421052631579, 100.0, 278.1578947368421]",1316,2682,caries
975,train_615.png,"[1747.6190476190477, 750.7936507936508, 207.93650793650772, 279.3650793650793]",1316,2966,caries
408,train_495.png,"[2056.0, 957.0, 149.0, 158.0]",1504,2872,impacted
3381,train_444.png,"[1719.0, 739.0, 245.0, 297.0]",1316,2750,deep_caries
3479,train_194.png,"[1710.2941176470588, 794.1176470588234, 120.58823529411757, 232.35294117647072]",1316,2800,caries
93,train_646.png,"[979.0, 376.0, 166.0, 262.0]",1316,2830,deep_caries
1290,train_343.png,"[1790.7894736842104, 466.4473684210526, 145.39473684210543, 288.1578947368421]",1316,2772,caries
2846,train_72.png,"[789.0, 815.0, 154.0, 226.0]",1503,2892,impacted
1460,train_11.png,"[971.0, 548.0, 163.0, 310.0]",1504,2872,caries
574,train_125.png,"[2190.0, 590.6666666666666, 169.69696969696952, 257.5757575757576]",1504,2872,caries
664,train_246.png,"[1933.0, 412.0, 143.0, 249.0]",1316,2765,impacted
3030,train_307.png,"[1798.148148148148, 344.4444444444444, 142.5925925925926, 333.3333333333333]",1316,2893,caries
737,train_250.png,"[2008.0, 643.0, 251.88888888888914, 188.66666666666674]",1316,2860,deep_caries
61,train_509.png,"[1173.3333333333333, 836.6666666666666, 111.11111111111109, 324.44444444444446]",1316,2928,deep_caries
1202,train_540.png,"[818.0, 627.0, 246.0, 314.0]",1316,2723,caries
809,train_101.png,"[914.0, 476.0, 146.0, 241.0]",1316,2916,deep_caries
2602,train_492.png,"[1907.0, 509.0, 169.0, 336.0]",1504,2868,caries
2526,train_144.png,"[1899.0, 867.0, 218.0, 257.0]",1504,2868,caries
1052,train_10.png,"[1846.0, 796.0, 178.0, 266.0]",1316,2837,caries
417,train_447.png,"[1806.0, 446.0, 129.0270270270271, 304.0]",1316,2795,caries
1558,train_286.png,"[1724.0, 618.0, 125.0, 235.0]",1316,2948,caries
1107,train_596.png,"[926.0, 428.0, 143.0, 224.0]",1316,2812,deep_caries
2187,train_660.png,"[2063.0, 732.0, 179.0, 194.0]",1316,2939,impacted
599,train_686.png,"[949.0, 419.0, 178.0, 299.0]",1504,2872,deep_caries
3162,train_53.png,"[2295.0, 800.0, 194.0, 213.0]",1504,2884,impacted
620,train_355.png,"[789.622641509434, 357.5471698113207, 176.41509433962256, 377.35849056603774]",1316,2804,caries
2644,train_78.png,"[707.0, 331.0, 161.0, 272.0]",1316,2791,impacted
1060,train_506.png,"[1677.181818181818, 796.6363636363635, 158.18181818181824, 338.18181818181824]",1316,2862,caries
3180,train_139.png,"[740.0, 406.0, 140.0, 332.0]",1316,2831,caries
605,train_513.png,"[735.0, 658.0, 210.0, 278.0]",1316,2867,caries
645,train_66.png,"[1765.0, 799.0, 230.0, 290.0]",1316,2967,periapical
1787,train_565.png,"[866.0, 661.0, 253.0, 276.0]",1316,2861,caries
2142,train_478.png,"[1595.5714285714284, 401.7857142857142, 144.6428571428571, 355.3571428571428]",1316,2830,caries
1648,train_265.png,"[688.0, 813.0, 203.0, 232.0]",1504,2872,impacted
1993,train_151.png,"[1791.0, 713.0, 243.0, 300.0]",1316,2984,caries
327,train_3.png,"[1633.2631578947369, 712.8421052631579, 178.9473684210525, 228.9473684210525]",1316,2682,deep_caries
1853,train_27.png,"[2012.0, 258.0, 149.0, 186.0]",1316,2822,impacted
100,train_12.png,"[928.0, 508.0, 134.0, 304.0]",1504,2872,deep_caries
2254,train_535.png,"[1244.0, 767.0, 94.0, 321.0]",1316,2954,caries
3414,train_335.png,"[728.2485875706215, 814.6892655367232, 252.54237288135596, 322.5988700564973]",1316,2659,caries
52,train_187.png,"[1711.0, 491.0, 111.0, 291.0]",1316,2815,deep_caries
947,train_84.png,"[646.0, 398.21052631578937, 144.22807017543846, 317.54385964912285]",1316,2794,caries
3491,train_224.png,"[2134.0, 588.0, 163.0, 172.0]",1316,2978,impacted
77,train_498.png,"[1203.0, 763.0, 115.0, 296.0]",1316,2910,caries
3261,train_647.png,"[830.8888888888888, 630.9629629629629, 216.66666666666663, 320.3703703703703]",1316,2935,caries
714,train_319.png,"[1753.491525423729, 465.01694915254245, 154.2372881355932, 332.2033898305084]",1316,2805,caries
1120,train_277.png,"[1126.076923076923, 506.0, 147.9230769230769, 197.0]",976,1976,caries
3490,train_224.png,"[1798.0, 706.0, 145.0, 269.0]",1316,2978,caries
1242,train_548.png,"[741.0, 839.0, 226.0, 289.0]",1504,2884,caries
3009,train_333.png,"[1789.0, 413.0, 136.0, 288.0]",1316,2766,caries
3219,train_197.png,"[1891.0, 498.0, 202.0, 290.0]",1504,2872,caries
1854,train_27.png,"[1764.0, 382.0, 126.0, 288.0]",1316,2822,caries
1248,train_561.png,"[425.0, 807.0, 206.0, 286.0]",1504,2604,caries
1813,train_260.png,"[692.5, 280.0, 75.0, 215.0]",976,1976,caries
2558,train_99.png,"[1770.271186440678, 752.6271186440679, 239.83050847457616, 324.57627118644064]",1316,2840,caries
1491,train_555.png,"[892.3076923076923, 723.4871794871794, 243.58974358974353, 310.25641025641016]",1316,2828,deep_caries
2023,train_409.png,"[2167.0, 478.0, 154.0, 257.0]",1504,2868,caries
682,train_466.png,"[943.0, 662.0, 203.0, 304.0]",1316,2983,caries
1498,train_171.png,"[714.5631067961165, 444.6601941747573, 154.36893203883494, 276.69902912621353]",1316,2882,caries
2018,train_632.png,"[2052.777777777778, 751.5555555555555, 144.44444444444434, 180.55555555555554]",1316,2822,impacted
5,train_673.png,"[1600.0, 762.0, 122.0, 337.0]",1316,2744,caries
845,train_485.png,"[1691.0, 440.0, 122.0, 284.0]",1316,2802,caries
1323,train_365.png,"[927.0, 572.0, 147.0, 289.0]",1504,2872,caries
2092,train_605.png,"[1933.0, 816.0, 219.0, 318.0]",1504,2868,deep_caries
3278,train_235.png,"[1300.0, 271.83333333333337, 108.33333333333348, 333.33333333333337]",1316,2772,caries
562,train_141.png,"[1905.4054054054054, 700.0, 94.59459459459458, 93.24324324324323]",1504,2872,deep_caries
1783,train_51.png,"[1761.25, 732.5, 226.25, 325.0]",1316,2951,caries
379,train_592.png,"[1815.3076923076922, 648.3846153846154, 69.23076923076928, 136.53846153846155]",1504,2884,deep_caries
2947,train_201.png,"[593.0, 507.0, 189.0, 286.0]",1504,2868,caries
2890,train_619.png,"[1176.5957446808509, 794.6808510638298, 91.48936170212778, 357.4468085106382]",1316,2830,caries
185,train_289.png,"[1794.0, 815.0, 137.0, 352.0]",1504,2868,caries
286,train_311.png,"[1685.8965517241381, 735.344827586207, 187.9310344827586, 331.0344827586207]",1316,2714,caries
539,train_231.png,"[999.0, 794.0, 161.0, 267.0]",1316,2745,caries
1778,train_662.png,"[643.801652892562, 640.4958677685951, 185.95041322314057, 250.41322314049592]",1316,2892,caries
2990,train_316.png,"[1739.162162162162, 346.5675675675676, 143.83783783783792, 278.37837837837833]",1316,2783,caries
853,train_388.png,"[798.0, 693.0, 243.0, 229.0]",1316,2860,caries
3391,train_525.png,"[1689.0, 529.0, 253.0, 354.0]",1316,2657,caries
862,train_220.png,"[1894.5205479452056, 422.79452054794524, 198.6301369863013, 213.69863013698625]",1316,2920,impacted
3121,train_671.png,"[1851.0, 822.0, 241.0, 336.0]",1503,2892,deep_caries
15,train_283.png,"[1824.0, 995.0, 229.0, 255.0]",1504,2872,caries
1800,train_133.png,"[1345.0, 547.0, 88.0, 286.0]",1504,2884,deep_caries
2269,train_148.png,"[1762.0, 586.0, 121.0, 305.0]",1504,2872,caries
1203,train_540.png,"[1654.0, 304.0, 109.0, 314.0]",1316,2723,caries
1376,train_583.png,"[1645.0, 697.0, 162.0, 279.0]",1316,2839,deep_caries
953,train_84.png,"[1062.157894736842, 721.017543859649, 91.22807017543846, 350.982456140351]",1316,2794,caries
2918,train_70.png,"[1162.0, 696.0, 92.0, 271.0]",1316,2862,caries
834,train_255.png,"[1004.0, 769.0, 276.0, 276.0]",1316,2954,periapical
2829,train_339.png,"[1795.0, 730.0, 329.0, 313.0]",1316,2922,periapical
1277,train_358.png,"[746.3917525773196, 702.5773195876288, 238.14432989690727, 337.62886597938154]",1316,2862,caries
3426,train_556.png,"[1834.2758620689656, 471.9310344827587, 139.65517241379325, 346.55172413793105]",1316,2727,caries
2227,train_320.png,"[895.2727272727273, 358.4545454545454, 120.0, 293.5454545454546]",1316,2885,caries
2931,train_279.png,"[1768.0, 712.0, 220.0, 330.0]",1316,2885,caries
783,train_273.png,"[689.0, 483.0, 167.0, 191.0]",1504,2868,impacted
654,train_300.png,"[760.0, 919.0, 224.0, 288.0]",1504,2872,caries
2763,train_595.png,"[1992.4050632911392, 718.9873417721519, 201.26582278480987, 244.30379746835433]",1316,2841,impacted
3501,train_613.png,"[1146.0, 796.0, 95.0, 314.0]",1316,2802,caries
2144,train_478.png,"[2011.6428571428569, 451.7857142857142, 144.64285714285734, 330.3571428571428]",1316,2830,caries
1408,train_412.png,"[2120.0, 468.0, 228.0, 378.0]",1504,2872,caries
2867,train_598.png,"[831.0, 594.0, 270.0, 302.0]",1316,2984,caries
188,train_499.png,"[900.0, 307.77777777777777, 156.66666666666674, 196.66666666666669]",1316,2940,impacted
1406,train_228.png,"[1743.0, 723.0, 249.0, 293.0]",1316,2981,periapical
1597,train_124.png,"[2108.0, 667.0, 157.0, 153.0]",1316,2882,impacted
1833,train_408.png,"[864.2941176470588, 447.0, 129.41176470588232, 263.82352941176464]",1316,2964,deep_caries
178,train_289.png,"[1669.0, 488.0, 78.0, 291.0]",1504,2868,deep_caries
3218,train_197.png,"[1788.0, 438.0, 186.0, 319.0]",1504,2872,caries
428,train_474.png,"[954.0, 352.0, 140.0, 283.0]",1316,2890,caries
1225,train_681.png,"[958.1111111111112, 654.5555555555555, 154.8888888888888, 300.0000000000001]",1316,2844,caries
1613,train_145.png,"[2023.0, 698.0, 159.0, 314.0]",1504,2872,caries
1293,train_343.png,"[863.2530120481927, 436.74698795180717, 139.75903614457832, 299.99999999999994]",1316,2772,caries
1671,train_423.png,"[2013.0, 404.0, 126.0, 153.0]",1316,2796,impacted
1552,train_128.png,"[1724.0, 813.0, 234.0, 159.0]",1316,2851,deep_caries
1185,train_213.png,"[1062.264150943396, 716.0377358490566, 122.64150943396226, 249.9999999999999]",1316,2851,periapical
1578,train_585.png,"[1685.0, 861.0, 103.0, 357.0]",1504,2872,caries
482,train_518.png,"[894.0, 702.0, 253.0, 278.0]",1316,2982,caries
1131,train_450.png,"[738.0, 722.0, 241.0, 275.0]",1504,2872,caries
538,train_231.png,"[893.0, 494.0, 155.0, 253.0]",1316,2745,caries
3063,train_36.png,"[247.0, 974.0, 187.0, 196.0]",1504,2544,impacted
1230,train_261.png,"[1951.0, 686.0, 178.0, 230.0]",1316,2923,deep_caries
752,train_451.png,"[1786.473684210526, 375.40350877192975, 161.40350877192986, 307.0175438596491]",1316,2789,caries
742,train_266.png,"[1252.5, 493.75, 135.0, 191.25]",976,1976,caries
2051,train_196.png,"[1539.0, 508.0, 92.0, 320.0]",1536,3076,caries
1777,train_104.png,"[581.0, 737.0, 221.68965517241384, 288.0]",1316,2712,caries
1720,train_636.png,"[601.4492753623188, 453.62318840579707, 155.072463768116, 317.39130434782606]",1504,2880,caries
3417,train_335.png,"[1850.952380952381, 370.33333333333337, 186.04761904761904, 194.04761904761904]",1316,2659,impacted
199,train_254.png,"[900.0, 779.0, 232.0, 348.0]",1504,2876,caries
2328,train_459.png,"[781.0, 613.0, 298.0, 286.0]",1316,2872,caries
388,train_541.png,"[851.0, 468.0, 182.0, 325.0]",1316,2729,caries
1943,train_562.png,"[1041.0, 377.0, 98.0, 342.0]",1504,2868,caries
2059,train_369.png,"[981.8867924528302, 685.8490566037735, 196.2264150943397, 320.7547169811321]",1316,2966,caries
3050,train_491.png,"[1809.3703703703702, 717.0, 222.22222222222217, 351.1111111111111]",1316,2936,deep_caries
2384,train_461.png,"[1659.0, 436.0, 85.0, 212.0]",1316,2833,deep_caries
2766,train_690.png,"[1807.5471698113206, 777.3584905660377, 212.26415094339632, 278.3018867924527]",1316,2750,caries
2442,train_379.png,"[1635.8024691358023, 749.3827160493827, 185.18518518518522, 320.98765432098753]",1316,2820,caries
2422,train_236.png,"[896.3898305084746, 398.0, 165.61016949152543, 282.0]",1316,2698,caries
275,train_233.png,"[942.7450980392157, 683.7254901960785, 260.78431372549016, 339.21568627450984]",1316,2904,periapical
2482,train_77.png,"[2097.0, 733.0, 266.0, 238.0]",1504,2872,caries
3518,train_599.png,"[1735.0, 831.0, 140.0, 383.0]",1504,2872,caries
96,train_646.png,"[1946.0, 324.0, 147.0, 264.0]",1316,2830,deep_caries
3375,train_90.png,"[2233.0, 786.0, 221.0, 224.0]",1504,2868,impacted
2702,train_445.png,"[713.6363636363636, 725.0, 271.5909090909091, 278.4090909090909]",1316,2774,deep_caries
1421,train_674.png,"[2054.0, 637.0, 223.0, 206.0]",1316,2850,impacted
2433,train_532.png,"[862.0, 555.0, 129.0, 249.0]",1504,2868,deep_caries
1365,train_477.png,"[1406.0, 582.0, 125.0, 300.0]",1504,2888,caries
1424,train_674.png,"[1014.8648648648649, 429.7027027027027, 106.75675675675677, 279.7297297297297]",1316,2850,caries
1409,train_412.png,"[838.0, 910.0, 238.0, 325.0]",1504,2872,deep_caries
2130,train_582.png,"[2134.0, 631.0, 174.0, 231.0]",1316,2977,impacted
2614,train_517.png,"[1990.0, 863.3333333333333, 271.11111111111086, 341.1111111111111]",1504,2872,caries
2604,train_364.png,"[679.0, 766.0, 242.0, 264.0]",1536,3076,caries
462,train_405.png,"[1766.0377358490566, 714.1509433962264, 259.43396226415075, 308.4905660377359]",1316,2837,periapical
1232,train_261.png,"[779.0, 649.0, 229.0, 277.0]",1316,2923,caries
284,train_311.png,"[903.6896551724138, 396.51724137931035, 125.86206896551732, 336.2068965517242]",1316,2714,caries
649,train_300.png,"[789.0, 559.0, 150.0, 224.0]",1504,2872,impacted
446,train_294.png,"[1682.0, 388.0, 108.0, 216.0]",1316,2880,deep_caries
644,train_452.png,"[1938.0, 756.0, 250.0, 258.0]",1504,2872,deep_caries
158,train_176.png,"[1778.0, 751.0, 228.0, 283.0]",1504,2868,deep_caries
2272,train_403.png,"[1394.0, 831.0, 136.0, 199.0]",1504,2512,deep_caries
2001,train_680.png,"[1122.0, 682.0, 100.0, 324.0]",1316,2798,caries
2917,train_661.png,"[1034.0, 639.0, 135.0, 308.0]",1504,2872,caries
2919,train_345.png,"[610.0, 747.0, 175.0, 168.0]",1316,2846,impacted
2935,train_279.png,"[769.6969696969696, 418.1818181818182, 128.78787878787887, 253.03030303030295]",1316,2885,caries
2710,train_672.png,"[1669.0, 773.0, 245.0, 279.0]",1316,2903,caries
3123,train_671.png,"[985.0, 458.0, 163.0, 324.0]",1503,2892,caries
1524,train_98.png,"[673.0, 370.0, 158.0, 284.0]",1316,2942,caries
2793,train_443.png,"[1689.0, 887.0, 109.0, 296.0]",1504,2880,caries
2458,train_239.png,"[770.7058823529411, 564.470588235294, 270.5882352941177, 361.76470588235304]",1316,2955,deep_caries
1360,train_477.png,"[683.0, 852.0, 231.0, 303.0]",1504,2888,caries
1760,train_586.png,"[588.9090909090909, 707.0606060606061, 224.24242424242425, 301.0101010101009]",1504,2500,caries
3482,train_389.png,"[1212.7272727272725, 296.3636363636363, 101.81818181818198, 376.3636363636363]",1316,2873,caries
2240,train_396.png,"[1811.0, 893.0, 213.0, 303.0]",1504,2872,caries
1537,train_14.png,"[1942.0, 696.0, 176.0, 208.0]",1316,2828,deep_caries
3163,train_53.png,"[2210.0, 418.0, 176.0, 181.0]",1504,2884,impacted
1210,train_9.png,"[835.0, 528.0, 203.0, 275.0]",1504,2872,deep_caries
2674,train_560.png,"[1037.0, 734.0, 113.0, 316.0]",1316,2789,caries
2948,train_269.png,"[343.0, 507.0, 144.0, 226.0]",1504,2612,impacted
145,train_348.png,"[2017.0, 578.5151515151515, 160.0, 201.4848484848485]",1504,2872,impacted
1590,train_172.png,"[588.4615384615385, 616.9487179487179, 221.79487179487182, 251.28205128205127]",1316,2885,caries
485,train_606.png,"[1143.75, 532.5, 128.75, 226.25]",976,1976,caries
1074,train_391.png,"[1609.0, 454.0, 133.0, 409.0]",1504,2884,periapical
3283,train_235.png,"[1945.8333333333335, 319.75, 122.91666666666652, 333.33333333333337]",1316,2772,caries
3502,train_613.png,"[1266.0, 486.0, 77.0, 297.0]",1316,2802,caries
1391,train_336.png,"[855.2380952380952, 566.6666666666666, 145.71428571428578, 238.09523809523807]",1316,2948,deep_caries
2711,train_628.png,"[969.3333333333334, 277.55555555555554, 97.22222222222229, 386.1111111111112]",1316,2845,caries
2486,train_77.png,"[972.0, 544.0, 120.0, 174.0]",1504,2872,deep_caries
2852,train_192.png,"[1684.0, 968.0, 118.0, 246.0]",1504,2872,caries
698,train_166.png,"[1644.0, 623.0, 104.0, 316.0]",1316,2947,deep_caries
1825,train_340.png,"[1024.5762711864406, 328.81355932203394, 175.42372881355936, 262.7118644067797]",1316,2937,caries
2401,train_651.png,"[1965.0, 525.0, 154.0, 327.0]",1504,2872,caries
3187,train_256.png,"[1585.0, 607.0, 142.0, 330.0]",1504,2884,caries
1149,train_80.png,"[1648.0, 796.0, 106.0, 290.0]",1316,2728,caries
3521,train_370.png,"[1002.7142857142856, 438.57142857142856, 189.28571428571445, 279.42857142857144]",1316,2948,caries
2341,train_164.png,"[2052.785714285714, 574.9999999999999, 148.21428571428578, 260.71428571428567]",1316,2798,impacted
276,train_568.png,"[1631.9285714285713, 319.6428571428571, 128.57142857142844, 344.6428571428571]",1316,2842,deep_caries
612,train_112.png,"[1129.5, 539.5, 77.5, 147.5]",976,1976,caries
3443,train_329.png,"[1905.0, 378.0, 146.0, 330.0]",1316,2869,caries
2770,train_481.png,"[633.0, 433.0, 148.0, 312.0]",1504,2480,caries
2078,train_401.png,"[648.0, 408.0, 234.0, 206.0]",1316,2758,impacted
2845,train_167.png,"[1647.0, 681.0, 91.0, 283.0]",1316,2989,caries
2487,train_77.png,"[841.0, 476.0, 173.0, 291.0]",1504,2872,caries
288,train_655.png,"[1513.0, 522.3513513513514, 87.0, 317.64864864864865]",1316,2786,deep_caries
285,train_311.png,"[1598.9655172413795, 745.5862068965517, 139.65517241379303, 334.48275862068965]",1316,2714,caries
533,train_480.png,"[740.0, 849.0, 104.0, 306.0]",1504,2444,caries
1255,train_696.png,"[1539.0, 357.0, 109.0, 333.0]",1316,2965,caries
1226,train_681.png,"[705.4444444444445, 610.0, 238.55555555555554, 327.66666666666674]",1316,2844,caries
2693,train_572.png,"[891.3703703703703, 696.9999999999999, 250.62962962962968, 296.0000000000001]",1316,2927,periapical
3202,train_23.png,"[918.0, 630.0, 163.0, 335.0]",1504,2872,caries
2378,train_461.png,"[882.0, 382.0, 166.0, 315.0]",1316,2833,caries
570,train_125.png,"[607.0, 922.0, 227.0, 193.0]",1504,2872,impacted
1222,train_681.png,"[833.4444444444445, 357.0, 135.55555555555554, 297.2222222222223]",1316,2844,caries
1300,train_343.png,"[519.1358024691358, 752.469135802469, 236.41975308641975, 251.85185185185185]",1316,2772,caries
3437,train_179.png,"[1940.111111111111, 425.44444444444446, 165.8888888888889, 286.1111111111111]",1316,2838,caries
486,train_606.png,"[644.75, 551.5, 145.0, 215.0]",976,1976,caries
2471,train_190.png,"[743.0, 338.0, 219.0, 308.0]",1316,2863,caries
521,train_545.png,"[985.0, 938.0, 233.0, 279.0]",1504,2872,caries
1774,train_104.png,"[1034.7241379310346, 858.5517241379312, 94.82758620689651, 306.8965517241379]",1316,2712,deep_caries
3247,train_616.png,"[1789.0, 788.0, 230.0, 278.0]",1504,2476,caries
2104,train_334.png,"[2060.0, 603.0, 185.0, 250.0]",1504,2872,caries
1823,train_260.png,"[482.5, 478.75, 166.25, 206.25]",976,1976,caries
1975,train_150.png,"[2071.0, 600.0, 202.0, 307.0]",1316,2802,impacted
281,train_493.png,"[903.0, 490.44444444444446, 164.0, 285.55555555555554]",1316,2843,caries
3362,train_342.png,"[1823.7777777777776, 661.4444444444443, 287.0370370370372, 331.4814814814815]",1316,2942,deep_caries
3495,train_675.png,"[2062.0, 429.0, 249.0, 333.0]",1504,2872,caries
2234,train_396.png,"[699.0, 823.0, 212.0, 267.0]",1504,2872,impacted
2624,train_147.png,"[974.0, 588.0, 146.0, 280.0]",1504,2868,caries
1957,train_624.png,"[1187.4406779661017, 487.37288135593224, 146.61016949152554, 221.18644067796606]",976,1976,caries
2920,train_345.png,"[2034.0, 746.0, 144.0, 192.0]",1316,2846,impacted
2138,train_442.png,"[756.0, 773.0, 236.0, 219.0]",1316,2983,impacted
2020,train_632.png,"[776.0, 756.7777777777778, 232.0, 274.2222222222222]",1316,2822,caries
1396,train_195.png,"[1896.0, 902.0, 209.0, 283.0]",1504,2872,caries
872,train_505.png,"[1675.0, 746.0, 95.0, 334.0]",1316,2930,caries
1891,train_557.png,"[1746.0, 644.0, 190.0, 260.0]",1316,2967,deep_caries
2916,train_661.png,"[820.7878787878789, 611.9696969696969, 163.0, 211.0]",1504,2872,impacted
2251,train_535.png,"[1851.0, 684.0, 223.0, 304.0]",1316,2954,deep_caries
2207,train_67.png,"[1049.0, 870.0, 145.0, 238.0]",1504,2872,deep_caries
998,train_462.png,"[1883.0, 487.0, 170.0, 327.0]",1504,2872,caries
1466,train_542.png,"[1003.0, 444.0, 141.0, 318.0]",1504,2872,deep_caries
977,train_496.png,"[1051.0, 806.0, 270.0, 291.0]",1350,3139,periapical
3441,train_179.png,"[627.0, 684.0, 198.55555555555554, 252.0]",1316,2838,impacted
1263,train_519.png,"[981.0, 536.0, 134.0, 338.0]",1504,2868,caries
883,train_510.png,"[853.0, 645.0, 292.0, 276.0]",1316,2896,caries
3310,train_82.png,"[1126.0, 961.0, 85.0, 214.0]",1504,2872,deep_caries
2520,train_8.png,"[2238.0, 848.0, 189.0, 255.0]",1504,2872,impacted
2396,train_651.png,"[880.0, 865.0, 225.0, 330.0]",1504,2872,deep_caries
2132,train_259.png,"[868.0, 297.53086419753083, 127.35802469135797, 346.9135802469136]",1316,2816,caries
865,train_591.png,"[1049.0, 797.0, 143.0, 314.0]",1536,3076,caries
2416,train_351.png,"[1819.0, 894.0, 211.0, 325.0]",1504,2872,caries
2245,train_20.png,"[1789.0, 754.0, 233.0, 343.0]",1316,2832,deep_caries
342,train_663.png,"[1368.7116564417177, 301.840490797546, 103.06748466257682, 163.80368098159505]",976,1976,caries
3125,train_671.png,"[1959.0, 781.0, 256.0, 328.0]",1503,2892,caries
1050,train_362.png,"[1175.0, 569.0, 111.0, 338.0]",1504,2872,caries
2400,train_651.png,"[1898.0, 856.0, 221.0, 316.0]",1504,2872,deep_caries
917,train_243.png,"[1823.0, 592.0, 102.0, 311.0]",1504,2872,caries
3403,train_185.png,"[754.0, 762.0, 243.0, 284.0]",1316,2894,caries
1338,train_460.png,"[1103.0, 600.0, 97.0, 299.0]",1504,2872,caries
1994,train_151.png,"[1923.0, 358.0, 165.0, 292.0]",1316,2984,deep_caries
940,train_407.png,"[1982.0, 821.0, 255.0, 269.0]",1504,2872,deep_caries
2472,train_190.png,"[1818.0, 379.0, 108.0, 321.0]",1316,2863,caries
1596,train_124.png,"[1807.0, 705.0, 275.0, 298.0]",1316,2882,caries
81,train_264.png,"[1627.0, 781.0, 101.0, 317.0]",1316,2866,caries
759,train_451.png,"[1899.0, 399.0, 153.0, 269.0]",1316,2789,impacted
1019,train_16.png,"[1822.0, 817.0, 265.0, 325.0]",1536,3076,caries
1666,train_468.png,"[1809.1886792452829, 616.0, 308.81132075471714, 335.7735849056603]",1316,2989,caries
3470,train_668.png,"[1511.6883116883116, 751.9480519480519, 106.49350649350663, 274.02597402597416]",1316,2871,caries
3148,train_587.png,"[595.5172413793103, 398.3103448275863, 160.34482758620697, 275.8620689655172]",1316,2714,deep_caries
1103,train_325.png,"[1679.0, 706.0, 128.0, 312.0]",1316,2816,caries
3515,train_599.png,"[658.0, 454.0, 157.0, 356.0]",1504,2872,caries
536,train_480.png,"[1239.0, 838.0, 105.0, 309.0]",1504,2444,caries
3103,train_547.png,"[556.0, 539.0, 240.0, 251.0]",1316,2780,caries
1510,train_421.png,"[1775.0, 396.0, 150.0, 269.0]",1316,2944,caries
2898,train_268.png,"[498.33898305084745, 712.4915254237288, 233.89830508474586, 249.15254237288138]",1316,2657,impacted
1237,train_152.png,"[914.0, 916.0, 235.0, 310.0]",1504,2872,caries
3341,train_34.png,"[2024.0, 871.0, 294.0, 314.0]",1504,2872,caries
238,train_536.png,"[937.0, 815.2857142857142, 199.0, 311.7142857142858]",1316,2900,caries
3137,train_390.png,"[1886.0, 865.0, 201.0, 251.0]",1504,2868,caries
370,train_19.png,"[1999.9999999999998, 511.0, 229.00000000000023, 216.27272727272725]",1316,2881,caries
1447,train_665.png,"[803.0, 646.0, 303.0, 348.0]",1316,2929,caries
